Request,Label
Dê este zero estrelas,rate_book
a fotografia criativa de Icewind Dale: Coração do inverno,search_creative_work
na área alguns filmes,search_screening_event
Jogue alguns Oleg Anofriyev de 1960.,play_music
"Por assistir favor, reserve-me uma conservação este ano para um restaurante dentro da mesma área do meu escritório",book_restaurant
kjetil vidar haraldstad a listas de éxitos,add_to_playlist
tocar o álbum Itunes mondovisione,no_intent
Jogue alguns Glenn Miller.,play_music
"você pode encontrar Liderança na minha biblioteca, por favor?",search_creative_work
Tocar blues no Vimeo,play_music
Reserve uma mesinha para 5 em um pub durante a minha viagem Macedônia que serve comida checa.,book_restaurant
que horas Utamaro e suas cinco mulheres estão se apresentando no Cinema Alamo Drafthouse,search_screening_event
onde posso ler o plano de televisão Falling Away from Me,search_creative_work
Eu preciso adicionar a todas as coisas postar começando com meus favoritos do silêncio,add_to_playlist
tempo aval a saga do Uma moeda em nove mãos 0,rate_book
Jogue-me a lista de reprodução do jantar,play_music
reproduzir a trilha sonora Print the Legend,search_creative_work
Adicionar este artista à seção de reprodução Reggae Classics,add_to_playlist
Estou procura por Sherlock Holmes contre Arsène Lupin.,search_creative_work
Precisa um restaurante para uma festa de nove no aniversário de Thomas Jefferson,book_restaurant
Mostre-me o de televisão The Science of Breath,search_creative_work
Jogo Rocket Queen no Itunes,play_music
Você pode procurar por Twilight Is Gone?,search_creative_work
Eu gostaria de uma mesa para seis na padari em AS,book_restaurant
Reserve uma reserva para 4 para Cherry Hut ao meio-dia,book_restaurant
dêem três estrelas para crer e se apaixonar pelos hominídeos,rate_book
"Por favor, fomc-me uma para a próxima semana em um restaurante de alto nível",book_restaurant
Diga-me a previsão do tempo em Greensburg,get_weather
Adicionar impossível não é nada para tratamento de SPA,add_to_playlist
Reproduzir o álbum Stephen Stills Verge,play_music
Reproduzir trilha sonora de Dave Mason em Last Fm.,play_music
Tocar The Cherry-tree Carol por Edwin Mccain,play_music
Dê Tom Swift e Seu Ciclo Motor com 4 pontos.,rate_book
Classifique o ensaio atual 1 de 6,rate_book
jogar faixa dos anos oitenta,play_music
Tocar música dos anos setenta,play_music
reservar um local que seja distante do Municipal Borough of Farnworth em 16 minutos,book_restaurant
Tocar algo por Louisiana Blues,play_music
Mostre-me a dramaturgia Uma mulher da rua,search_creative_work
Encontre um jogo de vídeo chamado Young.,search_creative_work
Tocar minha playlist Electro Sur.,play_music
Encontre o caminho para o poder.,search_creative_work
- me a programação do telefilme nos filmes do bairro,search_screening_event
Encontre a veiculação para Kingsman: O Serviço Secreto em um cinema.,search_screening_event
Eu gostaria de assistir Monk Comes Down the Mountain,search_screening_event
Qual é a previsão do instante para Austin Liechtenstein?,no_intent
Jogue a música dominó de Luca Turilli,play_music
Coloque uma faixa de lil mama na minha remasterização de zebra sorrateira da lista de convidados.,add_to_playlist
Eu preciso achar uma para 4 em uma brasserie que tem fondue,book_restaurant
Reproduza uma trilha sonora popular de Joe Pass no Itunes.,play_music
"Eu gostaria de uma cinco mesa para minha adolescente e eu no Centro Comunitário Judaico de Washington, DC",no_intent
Eu quero uma mesa para mim e meus filhos na Turquia em um restaurante vizinho,book_restaurant
Inclui Brandon Paris na lista de reprodução da MetalSucks,add_to_playlist
Use o iTunes para uma trilha sonora do ano de 1954,play_music
Que filmes animados estão sendo exibidos na Douglas Theatre Company,search_screening_event
Há algum granizo no Santuário Marinho Nacional da Baía de Monterey,get_weather
Eu dou uma tabela de 2 para o Swine Not?,no_intent
uma varanda para dez pessoas,book_restaurant
Quando posso ver o Ghost World?,search_screening_event
Eu preciso de uma mesinha no T-Rex para nove em Brunei,book_restaurant
adicionar ascensão dos infiéis para o meu trazer de volta a de reprodução dos anos 90,add_to_playlist
Que horas vai escapar de Hong Kong estar mostrando?,search_screening_event
Classifique Os Cem Irmãos duas.,rate_book
adicionar esta música ao meu som de primavera 2016 barcelona,add_to_playlist
"Dar Inimigos, Uma História de Amor 4 de 6",rate_book
Tocar algumas músicas baseadas em temas dos anos trinta.,play_music
Add Espanhol Harlem Incident to cleaning the house,no_intent
Tocar Chris Goss na Netflix,play_music
Adicionar louis nelson delisle ao pulso de americana,add_to_playlist
"Por favor, procure o trabalho, Black Box.",search_creative_work
Avalie este a 5,no_intent
tocar baladas de piano na Netflix,play_music
Encontre a programação para The Voice in the Fog à noite no cinema mais próximo.,search_screening_event
para o meu par tres list add cut the world,add_to_playlist
Adicionar um artista à minha de reprodução This Is Verdi,add_to_playlist
Qual é a queda de neve no Malawi?,get_weather
adicionar o artista atual às minhas 100 melhores faixas pop na tabela de reprodução spotify,no_intent
NaN,play_music
um barracão em Dakota do Norte para meu filho e eu em 7 de novembro de 2037,book_restaurant
Adicione outra música à minha do Soft Rock.,add_to_playlist
Rate The Road to Reality: Um Guia Completo para as Leis do Universo dois pontos,rate_book
Eu gostaria de ouvirem a maior balada de Nas,no_intent
avaliar a faca que me matou três,rate_book
Que tipo de clima está previsto por volta das sete da noite aqui?,get_weather
encontrar a fotografia Mover qualquer montanha,search_creative_work
Tocar música tema 1993,play_music
Eu quero escutar o álbum voltando para as montanhas blue ridge no iheart,no_intent
Que ininterruptas é a American Gun tocando?,search_screening_event
adicione este álbum peter iwers ao meu ntc gym strong,add_to_playlist
Coloque outra faixa na manter calma.,add_to_playlist
"Eu quero dispensar um restaurante que sirva batatas fritas que esteja longe do escritório do seu avô passo para mim, janell e susie em 7 de março.",book_restaurant
"Qual é a temperatura para Montserrat em setembro o quarto, 2024",get_weather
Eu gostaria de ir a um pub que tem um molho italiano para uma festa de 5 em 11 de fevereiro de 2033,book_restaurant
Será mais quente em 20 minutos no Parque Natural de Las Batuecas?,get_weather
colocar este álbum no meu dubstep dangles de reprodução suja,add_to_playlist
Eu gostaria de dispensar Thomas Hynes House for 6 in Minnesota,book_restaurant
Qual é a previsão do pouco duas e dezessete segundos a partir de agora em Elgin Schoolhouse State Historic Site,get_weather
surpreender o programa de televisão Lágrimas Colocadas na Terra,search_creative_work
Tocar algo por Daisy Voisin no google music,play_music
Jogue o último ep do Lobby Loyde na Netflix,play_music
É o direito de greve jogando no Star Theatres,search_screening_event
adici volume antisleep 04 na tabela de reprodução All Out 70s,add_to_playlist
Qual é o tempo em Totowa WY daqui a um minuto,get_weather
Tocar alguns Mark Tremonti a partir dos anos trinta.,play_music
Reserve um bar popular em Chowchilla,book_restaurant
Jogue minha playlist Mellow Beats por favor,play_music
achar Oman Medical Journal,search_creative_work
Diga-me a previsão do tempo. para Cabo Verde,get_weather
Qual é a previsão do tempo para o dia 14 de setembro de 2038 em Dakota do Norte?,get_weather
o terror dentro,search_screening_event
Mostre-me uma fotografia chamada The Daily Slovak News,search_creative_work
Preciso de uma área para a Casa Original das Tortas com três pessoas em Plandome Manor PA,book_restaurant
encontrar o jogo Companhia dos Heróis,search_creative_work
"Reserve um em Medford Lakes em 8 de setembro de 2033 para essie, tonya e eu",book_restaurant
Encontre o calendário de filmes animados por aqui.,no_intent
Você pode reservar uma mesa para oito pessoas em um restaurante tipo spa a uma curta distância do Metropolitan Borough of Lambeth?,book_restaurant
Dê o poema As Aventuras de James Bond Junior 003½ 2 por uma classificação.,rate_book
coloca Kan Mikami no pré-festa R & B Jams,add_to_playlist
Classifique o atual com 2 pontos em 6.,rate_book
jogar as vinte melhores faixas de Ron Jarzombek,play_music
Será mais quen em MT?,get_weather
Dê colocar cinco pontos ao colocar livro The Good Daughter,rate_book
Necessidade de para 7 / 13 / 2036 em Gwynedd Valley,get_weather
mostre-me os tempos do no bairro,search_screening_event
Dê-me a expectativa do tempo para Wisconsin Dells em Saint Kitts e Nevis no dia depois de amanhã,get_weather
Jogue-me o talk Mais Barata Pela Dúzia 2,search_creative_work
The Comics We Loved recebe 1 de 6 pontos,rate_book
Adicione o Tunnel of Love ao palylist do curso intensivo de metal da ethel,add_to_playlist
Uma nevasca atingirá a Reserva Natural Estadual Torrey Pines em jun. décimo sexto?,get_weather
classificará este intitulado Cold two stars,rate_book
Adicione este álbum à minha lista de reprodução do orgánica.,add_to_playlist
"Por favor, tocar algumas músicas para mim no Netflix",play_music
Encontre o calendário para o Death Valley Manhunt.,search_screening_event
Diga-me se há uma depressão no Brasil,get_weather
"Para as músicas do Classic Road Trip, adiciona-se a entidade que não é bem-vinda",add_to_playlist
Adicionar Omoide wa Okkusenman a um domingo instrumental,add_to_playlist
É a chillier em 1 hora no Mali,get_weather
"Por favor, tocar uma música fora do álbum Curtis Lee Rough Diamonds",play_music
Preciso de uma biosfera no The One Eighty para elsa e wendy em Muscle Shoals.,book_restaurant
Onde posso comprar a saga Something Borrowed?,search_creative_work
Tocar algumas músicas dos anos cinquenta,play_music
Você pode uma trilha sonora de 1967 no Slacker?,play_music
"Eu estou em Bowling Green. Por favor, reserve um para 1 próximo.",book_restaurant
Encontre-me o romance London Has Fallen,search_creative_work
adicione o artista PDQ Bach à lista de reprodução te quiero,add_to_playlist
uma trilha sonora chamada The Spanish Jade,search_creative_work
Mostre-me o programa de TV Limite de amor: Umizaru,search_creative_work
Reservar uma para Clinton Street Baking Company e Restaurante distante do centro,get_weather
classificar o atual três de seis pontos.,rate_book
Adicionar outra faixa chris MC à minha Blues Roots.,add_to_playlist
Haverá uma nevasca em Chapel Point State Park ou na mesma área,get_weather
adicionar este álbum por richard hell à de reprodução de arlene named miami 2017 guest list,add_to_playlist
Qual será o daqui a três horas a uma curta distância da Floresta Nacional de Okanogan?,get_weather
Jogue um pouco de Tony Grant.,play_music
Será quente no lugar atual?,get_weather
Reserve um barracão com piscina em East Gillespie,book_restaurant
qual é a previsão a partir das seis da tarde no Janes Island State Park,get_weather
Qual é a previsão do para aqui?,get_weather
um lugar para seis em um que serve peixe e batatas fritas,no_intent
Reserve-me um bar que é altamente classificado para a Geórgia e eu em Burkina,book_restaurant
Jogue-me um ep de 2005.,play_music
Encontre o jogo Labirinto,search_creative_work
o nome do video game Encontre a cor,search_creative_work
cantar no álbum Solange 2016,play_music
tocar músicas da trilha sonora de Joey Fatone do Google Music de 1972,play_music
"reservar um lu para mim, reyna e maxine em uma taverna na segunda-feira",book_restaurant
Para o livro A Conduta do Major Maxim eu dou uma nota 5 de 6,no_intent
Qual será o tempo em Pipe Venezuela em 10 anos?,get_weather
adicione o blues fora da lei à listas de reprodução com as 100 melhores faixas do país no spotify,add_to_playlist
Haverá uma temperado nevasca às sete no Colorado,get_weather
Eu gostaria de o pior ainda está por vir.,play_music
Está mais quente agora em Hicks,get_weather
livro em RI para um em Wabuska,book_restaurant
tocar música de Itunes para Ric Grech,play_music
Eu quero come perto de East Brady para sete pessoas,book_restaurant
Eu gostaria de comer no Original Spanish Kitchen na Carolina do Norte,book_restaurant
Será que vai ficar mais calor em Sinclair em 8 horas?,get_weather
Posso fazer shows de filmes no bairro?,search_screening_event
Reserve um restaurante coberto perto de Wallington para 2,book_restaurant
Encontre a série de TV From the Hut,search_creative_work
dará 0 de 6 pontos ao livro atual,rate_book
Eu gostaria de obter reservas em um restaurante de alto nível em Arkansas.,book_restaurant
Tocar música a partir de 2016.,play_music
Mostre-me o calendário do filme para o Neighborhood Cinema Group,search_screening_event
Avaliar Lobo Solitário 3 pontos,rate_book
Encontre uma chamada Smash Crusher.,search_creative_work
Dá-me os tempos do para o Regal Entertainment Group,search_screening_event
Encontre um pôster chamado Hellboy: The Troll Witch e outros.,search_creative_work
Olhando para o programa de TV do Tin Toy,search_creative_work
adici The Darkest Red a este é jennifer lopez,add_to_playlist
Mostre-me o trabalho The Catholic Weekly,search_creative_work
"encontrar a experiência namorada, um programa de televisão",search_creative_work
Você pode alguma música no Youtube,play_music
Jogue algo fora da Rádio Rage,play_music
Será nevoeiro aqui?,get_weather
"Quando é que Have Sword, Will Travel vai tocar no churrascaria cinema mais próximo?",search_screening_event
Reserve um bistrô tirolês em Crocker Indiana agora para 3 pessoas.,book_restaurant
"Eu pub daria a saga "" Tudo Aquele: Fresh out the Box "" uma pontuação de 2 golos",rate_book
agora taxa primeiro homem: a vida de Neil A. Armstrong três de 6,rate_book
Que casa de dramaturgia está jogando Algo para os pássaros,search_screening_event
Eu quero alguns Saori Atsumi dos anos 20 no Deezer,play_music
show schedule for Amado por milhares,search_creative_work
Dê ze de 6 pontos ao atual,rate_book
Será úmido em Beedeville em 20 de novembro,get_weather
Eu gostaria de reservas para Giodi em Piper AZ.,book_restaurant
Que horas é a favor última saída para Brooklyn tocando no?,search_screening_event
Jogue-me um noventa ep,play_music
Qual será o em Palm Bay PA?,get_weather
Mostre-me a fotografia Rock You Baby,search_creative_work
Algum toca nos bailes de Santikos?,search_screening_event
como está o tempo em 11: 47: 52 para África do Sul,get_weather
david dallas à minha de exercícios de dança latina,add_to_playlist
Mostre-me se a Islândia será mais fria do que em abril passado,get_weather
Eu gostaria de contar a série de TV The Gathering Storm,search_creative_work
Add Los Hombres Calientes Volume 3 New Congo Square to meu descanso infinito playlist.,add_to_playlist
Tocar música Lenny Kaye.,play_music
Será que vai invadir em North Sioux City?,get_weather
Reserve uma taverna em Wisconsin para 22: 54.,book_restaurant
Qual é a para esta queda no Lesoto,get_weather
violência bancária e a vida interior hoje à minha de reprodução retro,add_to_playlist
reserve-me um quiosque nas Ilhas Marianas do Norte,book_restaurant
dar 1 pontos para o duelo: Paquistão na saga do caminho de vôo da American Power,rate_book
Tocar minha lista de reprodução Smash Hits dos anos 70.,play_music
Adicione shi xin hui ao meu piano chill playlist.,add_to_playlist
Que microclima é previsto para Loyalhanna?,get_weather
jogar Mito II: Soulblighter,search_creative_work
Eu gostaria de uma lanchonete às 10: 41: 51 para sete,book_restaurant
dêem um 0 para este ensaio,rate_book
toca a melhor música de Adrian Kowanek,play_music
Eu sinto que Sons and Lovers merece uma classificação de 2.,rate_book
É o tempo frio na Pintura,get_weather
Mostre-me os intervalos dos filmes no Pacific Theatres para The Hot Rock,search_screening_event
revelasse os animados que jogam em consolidados,search_screening_event
Você sabe se vai ser chuviscos hoje em Porto Rico,search_screening_event
adicione este artista aos meus 80 &# 39; s PARTY,add_to_playlist
Você pode encontrar o de TV Faithless Street,search_creative_work
Qual é o horário do para animados no bairro?,search_screening_event
Eu gostaria de avaliar Tar: A Midwest Childhood um valor de 1 e uma melhor classificação de 6,rate_book
Adicionar faixa ao Hit Remix,add_to_playlist
Toca música grunge,play_music
Eu quero reser o Black Cat Bar em AR,book_restaurant
"Eu estou desejando mac e queijo. Reserve uma mesa em um restaurante Portland Mills, KS. Eu preciso disso por um segundo a partir de agora",book_restaurant
"Qual será a velocidade do vento em Tiplersville, Sudão do Sul?",get_weather
"ponto de livro para colleen peterson, rosanna e eu no melhor bar em Bonaire às 08: 02: 59",book_restaurant
Mostre-me os reproduza filmes animados a partir das 10: 56: 18 no cinema mais próximo,search_screening_event
visualizar Ljubim te pesmama na minha playlist Gold School,add_to_playlist
Mostrar filmes no cinema mais próximo,search_screening_event
mostre-me os dos pandora film,search_screening_event
Onde e quando é desencadeada-Entfesselt,search_screening_event
Avalie a solução final dois dos 6 pontos,rate_book
Avaliar Empires Perdidos de Faerûn 5 de 5,rate_book
josefina pla à listagem de convidados de isabelle,add_to_playlist
Jogue-me uma trilha sonora dos anos noventa,play_music
Toca-me nos anos setenta,play_music
Qual é a previsão Wauseon,get_weather
encontrar de filmes de refeição por perto para telefilmes,search_screening_event
Eu classificaria este ensaio de quatro estr,rate_book
Encontre-me o filme com o título de Twitches,search_creative_work
Qual é o ilusionismo mais próximo que joga George Washington dormiu aqui,search_screening_event
renderizar jorge kurious ao meu pop synth,add_to_playlist
encontre um álbum chamado Stumble. Stop. Repeat,search_creative_work
esta música à minha lista de convidados gamesradar playlist,add_to_playlist
O doutor de país está na agenda em algum teatro perto de mim?,search_screening_event
Reproduzir a música Two Suns In The Sunset de Airi Suzuki,play_music
Adicione o Bone Crusher à lista de reprodução chill out,add_to_playlist
Adicionar Por una Cabeza à minha de reprodução chamada is new edition,add_to_playlist
a décadas à minha lista Neo da Matrix,add_to_playlist
Eu gostaria de assistir filmes na Amco Entertainment,search_screening_event
que filmes estão exibindo no bairro,search_screening_event
Coloque Conway Twitty na listagem de reprodução This Is Tchaikovsky.,add_to_playlist
Planeje um álbum de Roni Duani.,play_music
Qual é o cinema mais próximo que toca o Testament of Orpheus?,search_screening_event
Qual é a previsão do período para Arizona City?,get_weather
Mostrar a coleção de singles Volume 4,search_creative_work
Coloque o naufrágio do comboio tennessee na listagem de exercícios do Kids Workout.,add_to_playlist
café colocar El Mejor Rock en Español playlist,play_music
- me de filmes,search_screening_event
NaN,play_music
Mostre-me a previsão daqui a 6 anos em Westlake Village na Guiné,get_weather
músic à de reprodução do Soft Rock,add_to_playlist
encontrar filme de animação no Landmark Theatres,search_screening_event
Adicione esta música de Shagrath ao sabbath negro dos anos ozzy,add_to_playlist
Tocar música que tenha humor no Youtube.,play_music
um local distante do bairro no fim de semana,no_intent
Eu preciso oferecer um pub para 8 que tem wi-fi,book_restaurant
encontrar um dramaturgia mais próximo de seriados,search_screening_event
Reserve-me uma conservação para um bar javanês no Texas,book_restaurant
Coloque Kim Kibum na minha list de reprodução do martin garrix.,add_to_playlist
Encontre-me a música chamada The Budapest Beacon.,search_creative_work
Adicione julian taylor à minha lista de cardio de dança latina,add_to_playlist
Não adicione mais tristeza ao Ultra Metal,no_intent
Eu quero música de 1975,play_music
Você pode crossover?,play_music
Que ho eu posso ver os conflitos da vida?,search_screening_event
Encontre-me o programa de televisão MythBusters,search_creative_work
"Eu quero ouvir Merrily We Roll Along, de Marko Desantis.",play_music
Para lista de reprodução todo latino add Absolutamente Sweet Marie,add_to_playlist
tocar balada James Moody,play_music
Será mais que em Saint Louis Park?,get_weather
incorporar little walter ao setlist Women of Comedy,add_to_playlist
Quão ventoso é em Anderson Lake State Fish and Wildlife Area?,get_weather
Eu classificaria este romance 2 pontos. e uma melhor qualificação de 6,rate_book
este romance recebe 0 de 6 pontos,rate_book
Eu preciso encontrar a saga Trail of the Yukon,search_creative_work
Reservas de livros em um restaurante distante em Newtown na hora da refeição,book_restaurant
cantar a música Cultura e Psicologia,no_intent
tocar classificar esta crônica dois,no_intent
Há uma tempestade na meteorológica para Baraga Oregon,get_weather
Como está a estimativa de tempo de jantar em Dresbach Vanuatu?,get_weather
Como é o clima na cidade de Frewen no país de Venezuela,get_weather
"Eu preciso de uma mesa por 1 minuto a partir de agora em qualquer p para cinco em torno de IN, que também serve fisn &# 39; n chips.",book_restaurant
"Está quente em Gold Beach, Bahrein?",get_weather
Eu altamente gostaria de ver o romance Uma investigação sobre o bem,search_creative_work
uma mesa para sete pessoas às seis no barracão,book_restaurant
adicionar a melodia à minha de reprodução de vibrações de jazz,add_to_playlist
Eu gostaria de comer no Irã com uma festa de 9 de setembro. o 12º,book_restaurant
Que horas posso assistir o Son of Rambow Tonight no Fox Theatres?,search_screening_event
Encontre-me um longa-metragem com o nome Oshin,search_creative_work
adicionando faixa de Dean Martin à listagem de reprodução do metalpleader,add_to_playlist
Onde posso comprar o filme?,search_creative_work
Coloque a faixa de conta berry on elrow Guest List,add_to_playlist
A que voltas é um no bairro?,search_screening_event
Classifique o ensaio atual 0.,rate_book
Classifique o manual atual 4 de 6,rate_book
Mostre-me a programação do telefilme para fil próximos.,search_screening_event
Adicione Magnifico à remistura de michele chamada 88 keys.,add_to_playlist
É um homem chamado herói jogando durante o brunch no teatro,search_screening_event
como é a condição de nublado para começar em um minuto em Lower Marlboro em Montserrat,get_weather
Classifique o romance atual duas estrelas,rate_book
Uma conspiração de papel classifique merece um sólido 3,rate_book
Quando será em Millvale,get_weather
Classifique Oito Dias de Lucas a cinco.,rate_book
Adiciona gregory douglass à minha listas WHM,add_to_playlist
O cinema Matinee Idol 06: 30 está esgotado?,search_screening_event
Acrescente esta dê música de Rafet el Roman à minha lista de reprodução Latin Pop Rising.,add_to_playlist
clima adicionar álbum às minhas baladas de piano,add_to_playlist
Jogue Lil Hardin Armstrong do Itunes.,play_music
como ir Moffett,no_intent
dê zero de 6 pontos ao marxismo e à opressão das mulheres,rate_book
Quando é que The Stain está a dançar no Loews Cineplex?,search_screening_event
Reserve uma para 1 pessoa em uma brasserie popular em Jansen que serve comida inglesa,book_restaurant
Me uma compilação de de filmes para filmes na área.,no_intent
Adicionar um tom kiley reitor ao meu jazz para casais amorosos lista de reprodução,add_to_playlist
treine Jeff Pilson no Youtube,play_music
Dê ao atual im lendo zero pontos de 6.,rate_book
Tocar algumas músicas de baixo.,play_music
Eu gostaria de ver as programações de curta-metragens para Kerasotes Theatres,search_screening_event
Courtney e Ruby querem comer em um quiosque daqui a três anos,book_restaurant
Onde é o cinema mais próximo que está fechadinho filmes agora,search_screening_event
Jogue-me uma trilha sonora de 1990,play_music
no bairro materializar horários de 11: 00 para longa-metragens,search_screening_event
Avaliar Anotações da Internet Apocalypse four of 6 stars,rate_book
Será mais gelada em AMnicon Falls State Park?,get_weather
Avalie Dead Boys a 0,rate_book
Adicione esta música à alma hipster,add_to_playlist
colocar Pausar na minha listagem de reprodução Días de Frío,add_to_playlist
Adicione todos juntos agora à minha lista de reprodução o caminho para o punk rock,add_to_playlist
Reserve o Oriel em Allison para uma festa de quatro.,book_restaurant
taxa Espantalho e do Exército dos Ladrões a três,rate_book
Qual é a para Little Silver,get_weather
Qual é a previsão do para a minha posição algum atual?,get_weather
avalie as novas zero atuais,rate_book
Horários da Medalha para o General,search_screening_event
Diga-me se vai acontecer no Quirguistão,get_weather
precisa colocar faixa na minha tabela pop synth,add_to_playlist
Como é o clima em Detroit,get_weather
Diga-me se have uma nevasca no dia 2 de setembro de 2028 em Olpe,get_weather
Avaliar a primeira morte 1,rate_book
Avalie os Ladrões que Desaparecem 4 de 6,rate_book
Eu quero comer choucroute em uma brasserie para 8,book_restaurant
"Por favor, adicione uma música por kaori utatsuki à minha lista de reprodução OSTs coreana",add_to_playlist
me dê os estertores do romance,search_screening_event
Adicione o nome kids na rua ao plylist New Indie Mix,add_to_playlist
Eu gostaria de obter reservas para quatro em um restaurante que música serve molho de maçã.,book_restaurant
O semi-árido é mais assistir frio na Costa Rica?,get_weather
reservar um hotel para 4 de nós,book_restaurant
Eu d ao próximo liv um 2.,rate_book
Que estão atualmente sendo exibidos nos cinemas do Caribe?,search_screening_event
coloque Ik Tara na playlist de pura sedução,add_to_playlist
Jogue o melhor tipo por Jan Robbe em pandora,play_music
Toca a melhor música de Charles Neidich,play_music
Tocar algumas hera anderson de cerca de 1967,no_intent
você poderia dar a este uma tabela de 1,rate_book
Avalie o romance atual de três pontos,rate_book
encontrar uma pintura chamada The Wipers Times,search_creative_work
Quero reservar um restaurante em Botsuana para quatro pes.,book_restaurant
Classifique o trabalho de verão 5 plêiades,rate_book
Adicionar Ava Leigh à minha listagem de reprodução de Instrumentos Grime,add_to_playlist
O dando artista pode ser adicionado à minha lista de reprodução do Might and Myth Power Metal?,add_to_playlist
a creatividade de uma instrução católica,search_creative_work
É o Detetive Errante: Vento Negro no Porto tocando no Cinemark Theatres,search_screening_event
Eu quero adicionar Sin rencor à minha chamada te quiero,add_to_playlist
dar a árvore de Judas um zero,rate_book
Será que v ficar mais frio em Sahuarita?,get_weather
dê 0 pontos para The Hand in the Glove,rate_book
"Por favor, puxe a foto intitulada Another Period",search_creative_work
dar 5 pontos ao romance atual,rate_book
reservar uma mesa no Tennessee para 1 no próximo mês de agosto,book_restaurant
Tocar algumas músicas no iTunes,play_music
Podem ser adicionadas dez garrafas verdes à batida de brooklyn?,add_to_playlist
"Por favor, encontra-me o livro Step Into My Groove.",search_creative_work
Eu dou a saga para o The Woven Path 1 estrelas e uma melhor tabela de 6,rate_book
o que é o tempo de Pine City,get_weather
Use o serviço Lastfm para reproduzir o artista keren peles da sinfonia mais popular,play_music
Eu preciso do trabalho do padre Dearest,search_creative_work
Mostre-me a ilustração Johnny Cash: The Complete Columbia Album Collection,search_creative_work
Eu quero reservar um restaurante para quatro pessoas em Eminence.,book_restaurant
Abra pandora e engrenar udhreko choli de Chowdiah,play_music
Como estará o tempo em 2 de janeiro de 2025 em GA,get_weather
Reserve uma para 7 em uma cafeteria na cidade de Lafe.,book_restaurant
mostre os filmes no mais próximo,search_screening_event
Você pode vislumbrar uma foto de Ace Ventura: The Game CD-Rom,search_creative_work
NaN,play_music
dar 0 para a série atual,no_intent
dar zero de 6 pontos para o Sr. americano,rate_book
qual é a previsão em Mer Rouge e Palestina,get_weather
Dê o livro Men and the City 3 de 6,rate_book
Dê-me horários de telefilmes do Pacific Theatres,search_screening_event
Encontre um telefilme chamado Living in America.,search_creative_work
Que voltas do filme,search_screening_event
Coloque Targeted no meu Clapton Chronicles O Melhor do Eric Clapton timeline.,add_to_playlist
Toque uma das cin músicas de Pete Candoli.,play_music
Tocar música do nublado artista Joe Sample,play_music
Procure o jogo Whitehorse,no_intent
Será mais frio no Colorado daqui a nove meses?,get_weather
Eu preciso de uma reserva para 9 de janeiro em um restaurante que serve souvlaki nas proximidades Cypress Av para uma festa de 1,book_restaurant
Jogue o álbum 21st Century Live de Chet Lam no Itunes.,play_music
Toca uma música dos anos 90 de Joseph Genaro,play_music
qual é o dos animados por perto?,search_screening_event
Jogue o tipo bom de música de tema 1992 por Layzie Bone,play_music
Jogue um movimento dos anos noventa,play_music
Eu toca gostaria de ver a pintura que eu procurei,search_creative_work
Qual é a projeção do soul tempo para Moss Hill?,get_weather
encontre uma chamada The Wish List,search_creative_work
Procure o difícil de lidar com o programa de TV,search_creative_work
"Reserve uma para 3 em um dos restaurantes em Washington, DC em Riverview",book_restaurant
Eu quero reservar um restaurante perto de Oaktown.,book_restaurant
"Reserve uma reserva para um em uma taverna italiana para dois Pm em Hutchings, Dakota do Norte",book_restaurant
Encontre um romance chamado Dreams and All That Stuff,search_creative_work
Toque um canto de 1978.,play_music
Eu preciso de uma saleta em um restaurante na Irlanda servindo kouglof,book_restaurant
Está calor em outubro? Dia 19 em IL,get_weather
música Techno,play_music
Qual será o tempo daqui a 14 minutos daqui a uma curta distância?,get_weather
Encontre o horário do documentário.,search_screening_event
adiciona a obsessão de von cosels ao Jazzy Romance,add_to_playlist
tocar músicas do Youtube,play_music
Mostre-me os fil no ilusionismo mais próximo,search_screening_event
Haverá uma nevasca em AR,get_weather
Eu dou ao Macaco e ao Tigre uma classificação de 2 pontos.,rate_book
Adicione o artista à de reprodução do Latin Jazz.,add_to_playlist
olhar para o jogo encontrar outro caminho,search_creative_work
Eu quero pegar o cronograma do romance,search_screening_event
Warren Island State Park distante Previsão do para 11 am,get_weather
Tocar música no iTunes,play_music
Qual é a previsão para a Floresta Estadual de Harrison-Crawford?,get_weather
Você pode tocar o mais novo álbum de 1966 de Tony Lee?,play_music
Mostre a saga Inocente Quando Você Sonha,search_creative_work
de filmes no bairro para documentários,search_screening_event
Avaliar um sabor de amoras a três,rate_book
Adicionar faixa de Fleetwood Mac à lista de reprodução de Lakeisha TODO NOVEDADES,add_to_playlist
visualizar anjos mais escuros ao meu SOS 48 2016,no_intent
como será o mostre tempo no MI em 28 de agosto de 2033,get_weather
Mostre-me que pode chover até setembro,search_creative_work
Eu quero ouvir o último álbum de Carsten Bohn,play_music
Procure o álbum Frog and the Birdsong,search_creative_work
O mais cinzento dos céus azuis em Indie Español my,add_to_playlist
Encontre o para o Real Men Cry,search_creative_work
Encontre uma condição para três em um restaurante de alto nível,book_restaurant
Jogue Shoo no iheart do maior disco,no_intent
Tocar Junun por Noam Kaniel.,play_music
"Reserve uma condição para 10 pessoas na Gâmbia em fevereiro do século XIX, 2040",book_restaurant
Está mais no Paraguai esta manhã,get_weather
Jogue Bonnie Annie de Tolmatschowa-schwestern no último fm.,play_music
Reserve um caminhão de comida em MP para mim e meu ex marido.,book_restaurant
incorporar artista à minha playlist primavera sound 2016 barcelona,add_to_playlist
